cluster_id,cluster_name,cluster_size,cluster_description,cluster_keywords,cluster_confidence,created_at,updated_at
21,Samsung Galaxy Note 8 64GB,15,Produk: Samsung Galaxy Note 8 64GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
22,Doro 5030,20,Produk: Doro 5030,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
23,Apple iPhone SE 32GB,13,Produk: Apple iPhone SE 32GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
24,Samsung Galaxy S7 Edge 32GB,11,Produk: Samsung Galaxy S7 Edge 32GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
25,Sony Xperia XA2 Ultra 32GB,15,Produk: Sony Xperia XA2 Ultra 32GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
26,Samsung Galaxy J5 SM-J530,10,Produk: Samsung Galaxy J5 SM-J530,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
27,Sony Xperia XZ1 Compact,15,Produk: Sony Xperia XZ1 Compact,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
28,Apple iPhone SE 128GB,11,Produk: Apple iPhone SE 128GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
29,Sony Xperia L1,16,Produk: Sony Xperia L1,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
30,Samsung Galaxy J3 SM-J320F,11,Produk: Samsung Galaxy J3 SM-J320F,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
31,Sony Xperia XZ1,11,Produk: Sony Xperia XZ1,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
32,Doro 5516,14,Produk: Doro 5516,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
33,Sony Xperia XA1,11,Produk: Sony Xperia XA1,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
34,Apple iPhone XS Max 64GB,12,Produk: Apple iPhone XS Max 64GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
35,Sony Xperia XA2,9,Produk: Sony Xperia XA2,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
36,Samsung Galaxy S9+ 128GB,9,Produk: Samsung Galaxy S9+ 128GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
37,Huawei Honor 10 128GB Dual SIM,13,Produk: Huawei Honor 10 128GB Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
38,Sony Xperia XA1 Ultra 32GB,10,Produk: Sony Xperia XA1 Ultra 32GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
39,Doro Secure 580,11,Produk: Doro Secure 580,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
40,Samsung Galaxy S9+ 64GB,10,Produk: Samsung Galaxy S9+ 64GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
41,Nokia 8 64GB,8,Produk: Nokia 8 64GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
42,Samsung Galaxy A8 SM-A530F,9,Produk: Samsung Galaxy A8 SM-A530F,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
43,Doro 6520,13,Produk: Doro 6520,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
44,Apple iPhone 7 256GB,9,Produk: Apple iPhone 7 256GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
45,Doro 8040,12,Produk: Doro 8040,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
46,Blackberry KEYone 32GB,10,Produk: Blackberry KEYone 32GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
47,Moto G6 32GB,12,Produk: Moto G6 32GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
48,Doro PhoneEasy 6030,11,Produk: Doro PhoneEasy 6030,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
49,LG K10 M250N,9,Produk: LG K10 M250N,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
50,CAT S41 Dual SIM,11,Produk: CAT S41 Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
51,Samsung Galaxy Xcover 4 SM-G390F,8,Produk: Samsung Galaxy Xcover 4 SM-G390F,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
52,Samsung Galaxy J3 SM-J330F Dual SIM,8,Produk: Samsung Galaxy J3 SM-J330F Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
53,LG G6 32GB,8,Produk: LG G6 32GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
54,LG G7 ThinQ,4,Produk: LG G7 ThinQ,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
55,Doro 8035,10,Produk: Doro 8035,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
56,Sony Xperia XZ2,5,Produk: Sony Xperia XZ2,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
57,CAT S60 Dual SIM,11,Produk: CAT S60 Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
58,Nokia 3310 3G (2017),9,Produk: Nokia 3310 3G (2017),otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
59,Sony Xperia L2,6,Produk: Sony Xperia L2,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
60,Apple iPhone XS 64GB,13,Produk: Apple iPhone XS 64GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
61,CAT B30 Dual SIM,12,Produk: CAT B30 Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
62,Huawei P Smart 32GB Dual SIM,6,Produk: Huawei P Smart 32GB Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
63,Huawei P20 Lite,6,Produk: Huawei P20 Lite,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
64,Samsung Galaxy J5 16GB SM-J530FD Dual SIM,9,Produk: Samsung Galaxy J5 16GB SM-J530FD Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
65,Apple iPhone 8 (PRODUCT) RED Special Edition 256GB,3,Produk: Apple iPhone 8 (PRODUCT) RED Special Edition 256GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
66,Doro 6050,12,Produk: Doro 6050,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
67,Nokia 216,7,Produk: Nokia 216,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
68,Huawei Honor 9 Lite 32GB Dual SIM,8,Produk: Huawei Honor 9 Lite 32GB Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
69,Huawei P20 Pro,5,Produk: Huawei P20 Pro,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
70,Apple iPhone 5S 16GB,4,Produk: Apple iPhone 5S 16GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
71,Sony Xperia XZ Premium,6,Produk: Sony Xperia XZ Premium,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
72,LG Q6,9,Produk: LG Q6,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
73,Doro 6530,8,Produk: Doro 6530,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
74,Apple iPhone XS 256GB,13,Produk: Apple iPhone XS 256GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
75,Samsung Galaxy Note 9 128GB,4,Produk: Samsung Galaxy Note 9 128GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
76,Nokia 7 Plus Dual SIM,5,Produk: Nokia 7 Plus Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
77,Apple iPhone 8 Plus (PRODUCT) RED Special Edition 64GB,3,Produk: Apple iPhone 8 Plus (PRODUCT) RED Special Edition 64GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
78,Moto G6 Play,9,Produk: Moto G6 Play,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
79,Nokia 3,9,Produk: Nokia 3,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
80,Doro 8020X,7,Produk: Doro 8020X,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
81,Apple iPhone XS 512GB,7,Produk: Apple iPhone XS 512GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
82,Apple iPhone XS Max 256GB,12,Produk: Apple iPhone XS Max 256GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
83,Samsung Galaxy A6 32GB,3,Produk: Samsung Galaxy A6 32GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
84,Google Pixel 2 64GB,8,Produk: Google Pixel 2 64GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
85,ASUS ZenFone 4 (ZE554KL) 4GB RAM Dual SIM,5,Produk: ASUS ZenFone 4 (ZE554KL) 4GB RAM Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
86,Apple iPhone XS Max 512GB,11,Produk: Apple iPhone XS Max 512GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
87,Xiaomi Mi A2 Lite 64GB Dual SIM,5,Produk: Xiaomi Mi A2 Lite 64GB Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
88,Samsung Galaxy J6,12,Produk: Samsung Galaxy J6,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
89,Apple iPhone 8 Plus (PRODUCT)RED Special Edition 256GB,4,Produk: Apple iPhone 8 Plus (PRODUCT)RED Special Edition 256GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
90,Sony Xperia X,6,Produk: Sony Xperia X,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
91,Huawei P20 Lite Dual SIM,8,Produk: Huawei P20 Lite Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
92,Huawei P20 Pro Dual SIM,6,Produk: Huawei P20 Pro Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
93,Samsung Galaxy S8+ 64GB Dual SIM,5,Produk: Samsung Galaxy S8+ 64GB Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
94,Nokia 3310 (2017),7,Produk: Nokia 3310 (2017),otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
95,Samsung Galaxy J3 SM-J320F 8GB Dual SIM,6,Produk: Samsung Galaxy J3 SM-J320F 8GB Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
96,Sony Xperia XZ2 4GB RAM Dual SIM,5,Produk: Sony Xperia XZ2 4GB RAM Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
97,Blackberry KEYone Black Edition 64GB,6,Produk: Blackberry KEYone Black Edition 64GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
98,Doro 2404 Dual SIM,9,Produk: Doro 2404 Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
99,Moto E5 Plus 16GB,6,Produk: Moto E5 Plus 16GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
100,Xiaomi Pocophone F1 64GB Dual SIM,8,Produk: Xiaomi Pocophone F1 64GB Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
101,Huawei Honor 7A 16GB Dual SIM,6,Produk: Huawei Honor 7A 16GB Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
102,Moto E4 Plus,7,Produk: Moto E4 Plus,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
103,Sony Xperia X Compact,6,Produk: Sony Xperia X Compact,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
104,Samsung Galaxy S6 32GB,3,Produk: Samsung Galaxy S6 32GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
105,Google Pixel 2 XL 64GB,5,Produk: Google Pixel 2 XL 64GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
106,Nokia 105,6,Produk: Nokia 105,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
107,Apple iPhone 8 (PRODUCT) RED Special Edition 64GB,4,Produk: Apple iPhone 8 (PRODUCT) RED Special Edition 64GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
108,Sony Xperia XZ2 Compact Dual SIM,6,Produk: Sony Xperia XZ2 Compact Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
109,Xiaomi Mi 8 64GB Dual SIM,5,Produk: Xiaomi Mi 8 64GB Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
110,Nokia 130,5,Produk: Nokia 130,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
111,Nokia 3.1 16GB,4,Produk: Nokia 3.1 16GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
112,Archos Diamond Gamma Dual SIM,7,Produk: Archos Diamond Gamma Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
113,Apple iPhone 6 16GB,6,Produk: Apple iPhone 6 16GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
114,Huawei P20,5,Produk: Huawei P20,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
115,Samsung Galaxy A8 SM-A530 Dual SIM,3,Produk: Samsung Galaxy A8 SM-A530 Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
116,Huawei Honor 7X 64GB Dual SIM,7,Produk: Huawei Honor 7X 64GB Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
117,Apple iPhone 6 32GB,11,Produk: Apple iPhone 6 32GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
118,HTC 10 32GB,7,Produk: HTC 10 32GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
119,Apple iPhone 7 Plus 256GB,6,Produk: Apple iPhone 7 Plus 256GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
120,HP Elite X3 Dual SIM,4,Produk: HP Elite X3 Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
121,Samsung Galaxy A3 SM-A310,6,Produk: Samsung Galaxy A3 SM-A310,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
122,Nokia 105 (2017) Dual SIM,7,Produk: Nokia 105 (2017) Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
123,Doro Primo 413,6,Produk: Doro Primo 413,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
124,Apple iPhone XR 64GB,3,Produk: Apple iPhone XR 64GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
125,CAT S40 Dual SIM,4,Produk: CAT S40 Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
126,CAT B25,7,Produk: CAT B25,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
127,Huawei Mate 10 Pro 128GB,2,Produk: Huawei Mate 10 Pro 128GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
128,Nokia 1 Dual SIM,5,Produk: Nokia 1 Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
129,Google Pixel XL 32GB,4,Produk: Google Pixel XL 32GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
130,Google Pixel 2 XL 128GB,3,Produk: Google Pixel 2 XL 128GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
131,Apple iPhone 6S 16GB,3,Produk: Apple iPhone 6S 16GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
132,Apple iPhone 6 64GB,4,Produk: Apple iPhone 6 64GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
133,Huawei Mate 10 Lite Dual SIM,4,Produk: Huawei Mate 10 Lite Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
134,Doro PhoneEasy 612,4,Produk: Doro PhoneEasy 612,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
135,LG V30 H930,4,Produk: LG V30 H930,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
136,Nokia 130 Dual SIM (2017),7,Produk: Nokia 130 Dual SIM (2017),otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
137,Doro 1360 Dual SIM,6,Produk: Doro 1360 Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
138,Huawei P20 128GB Dual SIM,3,Produk: Huawei P20 128GB Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
139,Huawei Y7 2018 Triple SIM,5,Produk: Huawei Y7 2018 Triple SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
140,Nokia 8110 4G,3,Produk: Nokia 8110 4G,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
141,Apple iPhone XR 128GB,3,Produk: Apple iPhone XR 128GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
142,Xiaomi Redmi Note 5 64GB Dual SIM,3,Produk: Xiaomi Redmi Note 5 64GB Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
143,Nokia 8110 4G Dual SIM,4,Produk: Nokia 8110 4G Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
144,Xiaomi Mi Mix 2S 6GB RAM 64GB Dual SIM,3,Produk: Xiaomi Mi Mix 2S 6GB RAM 64GB Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
145,Xiaomi Redmi 5 Plus Standart Ed. 32GB Dual SIM,3,Produk: Xiaomi Redmi 5 Plus Standart Ed. 32GB Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
146,HTC U11 life 3GB RAM 32GB,7,Produk: HTC U11 life 3GB RAM 32GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
147,Honeywell Dolphin CT50,3,Produk: Honeywell Dolphin CT50,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
148,Huawei Honor View 10 128GB Dual SIM,5,Produk: Huawei Honor View 10 128GB Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
149,Samsung Galaxy A6 32GB Dual SIM,3,Produk: Samsung Galaxy A6 32GB Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
150,Samsung Galaxy J7 SM-J730F Dual SIM,3,Produk: Samsung Galaxy J7 SM-J730F Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
151,Samsung Galaxy Note 8 64GB Dual SIM,3,Produk: Samsung Galaxy Note 8 64GB Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
152,Nokia 5 Dual SIM,3,Produk: Nokia 5 Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
153,Samsung Galaxy S6 Edge 32GB,3,Produk: Samsung Galaxy S6 Edge 32GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
154,Apple iPhone SE 16GB,3,Produk: Apple iPhone SE 16GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
155,Huawei P10 64GB,5,Produk: Huawei P10 64GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
156,Moto G5S Plus 32GB,7,Produk: Moto G5S Plus 32GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
157,Xiaomi Mi A1 64GB Dual SIM,3,Produk: Xiaomi Mi A1 64GB Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
158,Cubot X18 Dual SIM,5,Produk: Cubot X18 Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
159,Blackberry Leap,6,Produk: Blackberry Leap,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
160,Sony Xperia XA,4,Produk: Sony Xperia XA,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
161,Maxcom MM428 Dual SIM,6,Produk: Maxcom MM428 Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
162,Xiaomi Pocophone F1 128GB Dual SIM,7,Produk: Xiaomi Pocophone F1 128GB Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
163,Apple iPhone XR 256GB,3,Produk: Apple iPhone XR 256GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
164,Xiaomi Redmi 6 32GB Dual SIM,4,Produk: Xiaomi Redmi 6 32GB Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
165,Xiaomi Mi A2 64GB Dual SIM,4,Produk: Xiaomi Mi A2 64GB Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
166,CAT S61 Dual SIM,3,Produk: CAT S61 Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
167,Alcatel 3V Dual SIM,5,Produk: Alcatel 3V Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
168,Nokia 8 128GB,4,Produk: Nokia 8 128GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
169,HTC U11 64GB Dual SIM,4,Produk: HTC U11 64GB Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
170,LG K4 M160,5,Produk: LG K4 M160,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
171,Samsung Galaxy J5 SM-J510F,3,Produk: Samsung Galaxy J5 SM-J510F,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
172,Microsoft Lumia 550,3,Produk: Microsoft Lumia 550,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
173,Google Nexus 5X 32GB,4,Produk: Google Nexus 5X 32GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
174,Doro Primo 401,6,Produk: Doro Primo 401,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
175,Nokia 5,4,Produk: Nokia 5,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
176,Maxcom Comfort MM818 Dual SIM,5,Produk: Maxcom Comfort MM818 Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
177,Huawei P Smart,3,Produk: Huawei P Smart,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
178,Nokia 3310 (2017) Dual SIM,4,Produk: Nokia 3310 (2017) Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
179,Xiaomi Redmi 5 Plus High Ed. 64GB Dual SIM,3,Produk: Xiaomi Redmi 5 Plus High Ed. 64GB Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
180,Blackberry DTEK60,3,Produk: Blackberry DTEK60,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
181,Huawei Honor 8 Pro 64GB Dual SIM,6,Produk: Huawei Honor 8 Pro 64GB Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
182,Nokia 3 Dual SIM,5,Produk: Nokia 3 Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
183,Samsung Galaxy A6+ 32GB Dual SIM,3,Produk: Samsung Galaxy A6+ 32GB Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
184,Huawei P10 Plus 128GB,4,Produk: Huawei P10 Plus 128GB,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
185,Archos Saphir 50x Dual SIM,1,Produk: Archos Saphir 50x Dual SIM,otomatis,95.0,2025-06-15 14:34:56,2025-06-15 14:34:56
