price_comparison_id,product_id,merchant_id,cluster_id,category_id,date_id,offer_quality_id,price,price_difference_from_avg,price_difference_percentage,is_best_offer,price_rank_in_cluster,price_rank_in_category,price_timestamp
44,44,21,2,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
45,45,26,2,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
46,46,5,3,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
47,47,6,3,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
48,48,3,3,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
49,49,2,3,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
50,50,4,3,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
51,51,7,3,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
52,52,9,3,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
53,53,27,3,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
54,54,8,3,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
55,55,10,3,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
56,56,13,3,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
57,57,1,3,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
58,58,15,3,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
59,59,11,3,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
60,60,14,3,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
61,61,22,3,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
62,62,18,3,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
63,63,17,3,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
64,64,25,3,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
65,65,20,3,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
66,66,21,3,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
67,67,26,3,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
68,68,17,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
69,69,3,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
70,70,5,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
71,71,6,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
72,72,1,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
73,73,28,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
74,74,2,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
75,75,13,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
76,76,15,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
77,77,7,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
78,78,9,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
79,79,4,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
80,80,8,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
81,81,10,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
82,82,11,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
83,83,14,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
84,84,16,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
85,85,18,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
86,86,20,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
87,87,21,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
88,88,22,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
89,89,23,4,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
90,90,1,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
91,91,3,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
92,92,2,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
93,93,14,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
94,94,13,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
95,95,16,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
96,96,5,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
97,97,6,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
98,98,4,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
99,99,7,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
100,100,8,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
101,101,10,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
102,102,24,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
103,103,11,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
104,104,15,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
105,105,18,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
106,106,17,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
107,107,22,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
108,108,26,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
109,109,21,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
110,110,23,5,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
111,111,5,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
112,112,3,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
113,113,2,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
114,114,11,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
115,115,24,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
116,116,6,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
117,117,15,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
118,118,29,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
119,119,30,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
120,120,17,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
121,121,8,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
122,122,4,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
123,123,7,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
124,124,31,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
125,125,14,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
126,126,32,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
127,127,33,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
128,128,12,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
129,129,18,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
130,130,21,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
131,131,22,6,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
132,132,3,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
133,133,2,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
134,134,1,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
135,135,16,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
136,136,4,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
137,137,5,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
138,138,6,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
139,139,7,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
140,140,17,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
141,141,15,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
142,142,8,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
143,143,10,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
144,144,13,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
145,145,11,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
146,146,12,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
147,147,24,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
148,148,14,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
149,149,18,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
150,150,22,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
151,151,26,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
152,152,23,7,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
153,153,3,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
154,154,1,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
155,155,5,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
156,156,13,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
157,157,4,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
158,158,6,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
159,159,9,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
160,160,8,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
161,161,10,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
162,162,15,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
163,163,11,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
164,164,24,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
165,165,14,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
166,166,2,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
167,167,17,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
168,168,19,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
169,169,18,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
170,170,20,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
171,171,22,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
172,172,26,8,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
173,173,1,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
174,174,2,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
175,175,4,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
176,176,5,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
177,177,6,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
178,178,7,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
179,179,9,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
180,180,8,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
181,181,10,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
182,182,11,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
183,183,3,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
184,184,14,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
185,185,13,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
186,186,18,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
187,187,20,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
188,188,22,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
189,189,26,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
190,190,23,9,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
191,191,1,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
192,192,3,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
193,193,13,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
194,194,2,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
195,195,4,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
196,196,28,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
197,197,5,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
198,198,6,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
199,199,24,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
200,200,7,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
201,201,9,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
202,202,8,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
203,203,10,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
204,204,11,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
205,205,14,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
206,206,18,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
207,207,20,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
208,208,22,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
209,209,26,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
210,210,23,10,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
211,211,3,11,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
212,212,2,11,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
213,213,4,11,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
214,214,24,11,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
215,215,5,11,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
216,216,6,11,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
217,217,15,11,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
218,218,17,11,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
219,219,11,11,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
220,220,14,11,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
221,221,32,11,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
222,222,8,11,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
223,223,21,11,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
224,224,22,11,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
225,225,26,11,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
226,226,2,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
227,227,1,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
228,228,4,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
229,229,5,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
230,230,6,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
231,231,15,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
232,232,9,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
233,233,8,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
234,234,10,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
235,235,13,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
236,236,11,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
237,237,14,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
238,238,3,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
239,239,17,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
240,240,24,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
241,241,22,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
242,242,18,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
243,243,20,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
244,244,26,12,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
245,245,5,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
246,246,6,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
247,247,3,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
248,248,2,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
249,249,24,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
250,250,30,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
251,251,15,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
252,252,1,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
253,253,4,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
254,254,11,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
255,255,14,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
256,256,31,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
257,257,32,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
258,258,33,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
259,259,8,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
260,260,18,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
261,261,12,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
262,262,21,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
263,263,22,13,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
264,264,5,14,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
265,265,4,14,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
266,266,6,14,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
267,267,8,14,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
268,268,22,14,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
269,269,11,14,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
270,270,3,14,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
271,271,14,14,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
272,272,2,14,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
273,273,27,14,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
274,274,10,14,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
275,275,18,14,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
276,276,26,14,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
277,277,3,15,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
278,278,5,15,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
279,279,4,15,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
280,280,6,15,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
281,281,15,15,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
282,282,8,15,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
283,283,10,15,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
284,284,11,15,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
285,285,2,15,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
286,286,14,15,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
287,287,18,15,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
288,288,22,15,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
289,289,26,15,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
290,290,21,15,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
291,291,3,16,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
292,292,13,16,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
293,293,2,16,2612,1,1,100000.0,0.0,0.0,True,1,1,2025-06-15 14:34:56
