product_classification_id,product_id,category_id,merchant_id,cluster_id,date_id,classification_confidence,is_validated,last_update_timestamp
35,35,2612,24,2,1,100.0,True,2025-06-14 19:00:44
36,36,2612,12,2,1,100.0,True,2025-06-14 19:00:44
37,37,2612,14,2,1,100.0,True,2025-06-14 19:00:44
38,38,2612,13,2,1,100.0,True,2025-06-14 19:00:44
39,39,2612,15,2,1,100.0,True,2025-06-14 19:00:44
40,40,2612,22,2,1,100.0,True,2025-06-14 19:00:44
41,41,2612,18,2,1,100.0,True,2025-06-14 19:00:44
42,42,2612,25,2,1,100.0,True,2025-06-14 19:00:44
43,43,2612,20,2,1,100.0,True,2025-06-14 19:00:44
44,44,2612,21,2,1,100.0,True,2025-06-14 19:00:44
45,45,2612,26,2,1,100.0,True,2025-06-14 19:00:44
46,46,2612,5,3,1,100.0,True,2025-06-14 19:00:44
47,47,2612,6,3,1,100.0,True,2025-06-14 19:00:44
48,48,2612,3,3,1,100.0,True,2025-06-14 19:00:44
49,49,2612,2,3,1,100.0,True,2025-06-14 19:00:44
50,50,2612,4,3,1,100.0,True,2025-06-14 19:00:44
51,51,2612,7,3,1,100.0,True,2025-06-14 19:00:44
52,52,2612,9,3,1,100.0,True,2025-06-14 19:00:44
53,53,2612,27,3,1,100.0,True,2025-06-14 19:00:44
54,54,2612,8,3,1,100.0,True,2025-06-14 19:00:44
55,55,2612,10,3,1,100.0,True,2025-06-14 19:00:44
56,56,2612,13,3,1,100.0,True,2025-06-14 19:00:44
57,57,2612,1,3,1,100.0,True,2025-06-14 19:00:44
58,58,2612,15,3,1,100.0,True,2025-06-14 19:00:44
59,59,2612,11,3,1,100.0,True,2025-06-14 19:00:44
60,60,2612,14,3,1,100.0,True,2025-06-14 19:00:44
61,61,2612,22,3,1,100.0,True,2025-06-14 19:00:44
62,62,2612,18,3,1,100.0,True,2025-06-14 19:00:44
63,63,2612,17,3,1,100.0,True,2025-06-14 19:00:44
64,64,2612,25,3,1,100.0,True,2025-06-14 19:00:44
65,65,2612,20,3,1,100.0,True,2025-06-14 19:00:44
66,66,2612,21,3,1,100.0,True,2025-06-14 19:00:44
67,67,2612,26,3,1,100.0,True,2025-06-14 19:00:44
68,68,2612,17,4,1,100.0,True,2025-06-14 19:00:44
69,69,2612,3,4,1,100.0,True,2025-06-14 19:00:44
70,70,2612,5,4,1,100.0,True,2025-06-14 19:00:44
71,71,2612,6,4,1,100.0,True,2025-06-14 19:00:44
72,72,2612,1,4,1,100.0,True,2025-06-14 19:00:44
73,73,2612,28,4,1,100.0,True,2025-06-14 19:00:44
74,74,2612,2,4,1,100.0,True,2025-06-14 19:00:44
75,75,2612,13,4,1,100.0,True,2025-06-14 19:00:44
76,76,2612,15,4,1,100.0,True,2025-06-14 19:00:44
77,77,2612,7,4,1,100.0,True,2025-06-14 19:00:44
78,78,2612,9,4,1,100.0,True,2025-06-14 19:00:44
79,79,2612,4,4,1,100.0,True,2025-06-14 19:00:44
80,80,2612,8,4,1,100.0,True,2025-06-14 19:00:44
81,81,2612,10,4,1,100.0,True,2025-06-14 19:00:44
82,82,2612,11,4,1,100.0,True,2025-06-14 19:00:44
83,83,2612,14,4,1,100.0,True,2025-06-14 19:00:44
84,84,2612,16,4,1,100.0,True,2025-06-14 19:00:44
85,85,2612,18,4,1,100.0,True,2025-06-14 19:00:44
86,86,2612,20,4,1,100.0,True,2025-06-14 19:00:44
87,87,2612,21,4,1,100.0,True,2025-06-14 19:00:44
88,88,2612,22,4,1,100.0,True,2025-06-14 19:00:44
89,89,2612,23,4,1,100.0,True,2025-06-14 19:00:44
90,90,2612,1,5,1,100.0,True,2025-06-14 19:00:44
91,91,2612,3,5,1,100.0,True,2025-06-14 19:00:44
92,92,2612,2,5,1,100.0,True,2025-06-14 19:00:44
93,93,2612,14,5,1,100.0,True,2025-06-14 19:00:44
94,94,2612,13,5,1,100.0,True,2025-06-14 19:00:44
95,95,2612,16,5,1,100.0,True,2025-06-14 19:00:44
96,96,2612,5,5,1,100.0,True,2025-06-14 19:00:44
97,97,2612,6,5,1,100.0,True,2025-06-14 19:00:44
98,98,2612,4,5,1,100.0,True,2025-06-14 19:00:44
99,99,2612,7,5,1,100.0,True,2025-06-14 19:00:44
100,100,2612,8,5,1,100.0,True,2025-06-14 19:00:44
101,101,2612,10,5,1,100.0,True,2025-06-14 19:00:44
102,102,2612,24,5,1,100.0,True,2025-06-14 19:00:44
103,103,2612,11,5,1,100.0,True,2025-06-14 19:00:44
104,104,2612,15,5,1,100.0,True,2025-06-14 19:00:44
105,105,2612,18,5,1,100.0,True,2025-06-14 19:00:44
106,106,2612,17,5,1,100.0,True,2025-06-14 19:00:44
107,107,2612,22,5,1,100.0,True,2025-06-14 19:00:44
108,108,2612,26,5,1,100.0,True,2025-06-14 19:00:44
109,109,2612,21,5,1,100.0,True,2025-06-14 19:00:44
110,110,2612,23,5,1,100.0,True,2025-06-14 19:00:44
111,111,2612,5,6,1,100.0,True,2025-06-14 19:00:44
112,112,2612,3,6,1,100.0,True,2025-06-14 19:00:44
113,113,2612,2,6,1,100.0,True,2025-06-14 19:00:44
114,114,2612,11,6,1,100.0,True,2025-06-14 19:00:44
115,115,2612,24,6,1,100.0,True,2025-06-14 19:00:44
116,116,2612,6,6,1,100.0,True,2025-06-14 19:00:44
117,117,2612,15,6,1,100.0,True,2025-06-14 19:00:44
118,118,2612,29,6,1,100.0,True,2025-06-14 19:00:44
119,119,2612,30,6,1,100.0,True,2025-06-14 19:00:44
120,120,2612,17,6,1,100.0,True,2025-06-14 19:00:44
121,121,2612,8,6,1,100.0,True,2025-06-14 19:00:44
122,122,2612,4,6,1,100.0,True,2025-06-14 19:00:44
123,123,2612,7,6,1,100.0,True,2025-06-14 19:00:44
124,124,2612,31,6,1,100.0,True,2025-06-14 19:00:44
125,125,2612,14,6,1,100.0,True,2025-06-14 19:00:44
126,126,2612,32,6,1,100.0,True,2025-06-14 19:00:44
127,127,2612,33,6,1,100.0,True,2025-06-14 19:00:44
128,128,2612,12,6,1,100.0,True,2025-06-14 19:00:44
129,129,2612,18,6,1,100.0,True,2025-06-14 19:00:44
130,130,2612,21,6,1,100.0,True,2025-06-14 19:00:44
131,131,2612,22,6,1,100.0,True,2025-06-14 19:00:44
132,132,2612,3,7,1,100.0,True,2025-06-14 19:00:44
133,133,2612,2,7,1,100.0,True,2025-06-14 19:00:44
134,134,2612,1,7,1,100.0,True,2025-06-14 19:00:44
135,135,2612,16,7,1,100.0,True,2025-06-14 19:00:44
136,136,2612,4,7,1,100.0,True,2025-06-14 19:00:44
137,137,2612,5,7,1,100.0,True,2025-06-14 19:00:44
138,138,2612,6,7,1,100.0,True,2025-06-14 19:00:44
139,139,2612,7,7,1,100.0,True,2025-06-14 19:00:44
140,140,2612,17,7,1,100.0,True,2025-06-14 19:00:44
141,141,2612,15,7,1,100.0,True,2025-06-14 19:00:44
142,142,2612,8,7,1,100.0,True,2025-06-14 19:00:44
143,143,2612,10,7,1,100.0,True,2025-06-14 19:00:44
144,144,2612,13,7,1,100.0,True,2025-06-14 19:00:44
145,145,2612,11,7,1,100.0,True,2025-06-14 19:00:44
146,146,2612,12,7,1,100.0,True,2025-06-14 19:00:44
147,147,2612,24,7,1,100.0,True,2025-06-14 19:00:44
148,148,2612,14,7,1,100.0,True,2025-06-14 19:00:44
149,149,2612,18,7,1,100.0,True,2025-06-14 19:00:44
150,150,2612,22,7,1,100.0,True,2025-06-14 19:00:44
151,151,2612,26,7,1,100.0,True,2025-06-14 19:00:44
152,152,2612,23,7,1,100.0,True,2025-06-14 19:00:44
153,153,2612,3,8,1,100.0,True,2025-06-14 19:00:44
154,154,2612,1,8,1,100.0,True,2025-06-14 19:00:44
155,155,2612,5,8,1,100.0,True,2025-06-14 19:00:44
156,156,2612,13,8,1,100.0,True,2025-06-14 19:00:44
157,157,2612,4,8,1,100.0,True,2025-06-14 19:00:44
158,158,2612,6,8,1,100.0,True,2025-06-14 19:00:44
159,159,2612,9,8,1,100.0,True,2025-06-14 19:00:44
160,160,2612,8,8,1,100.0,True,2025-06-14 19:00:44
161,161,2612,10,8,1,100.0,True,2025-06-14 19:00:44
162,162,2612,15,8,1,100.0,True,2025-06-14 19:00:44
163,163,2612,11,8,1,100.0,True,2025-06-14 19:00:44
164,164,2612,24,8,1,100.0,True,2025-06-14 19:00:44
165,165,2612,14,8,1,100.0,True,2025-06-14 19:00:44
166,166,2612,2,8,1,100.0,True,2025-06-14 19:00:44
167,167,2612,17,8,1,100.0,True,2025-06-14 19:00:44
168,168,2612,19,8,1,100.0,True,2025-06-14 19:00:44
169,169,2612,18,8,1,100.0,True,2025-06-14 19:00:44
170,170,2612,20,8,1,100.0,True,2025-06-14 19:00:44
171,171,2612,22,8,1,100.0,True,2025-06-14 19:00:44
172,172,2612,26,8,1,100.0,True,2025-06-14 19:00:44
173,173,2612,1,9,1,100.0,True,2025-06-14 19:00:44
174,174,2612,2,9,1,100.0,True,2025-06-14 19:00:44
175,175,2612,4,9,1,100.0,True,2025-06-14 19:00:44
176,176,2612,5,9,1,100.0,True,2025-06-14 19:00:44
177,177,2612,6,9,1,100.0,True,2025-06-14 19:00:44
178,178,2612,7,9,1,100.0,True,2025-06-14 19:00:44
179,179,2612,9,9,1,100.0,True,2025-06-14 19:00:44
180,180,2612,8,9,1,100.0,True,2025-06-14 19:00:44
181,181,2612,10,9,1,100.0,True,2025-06-14 19:00:44
182,182,2612,11,9,1,100.0,True,2025-06-14 19:00:44
183,183,2612,3,9,1,100.0,True,2025-06-14 19:00:44
184,184,2612,14,9,1,100.0,True,2025-06-14 19:00:44
185,185,2612,13,9,1,100.0,True,2025-06-14 19:00:44
186,186,2612,18,9,1,100.0,True,2025-06-14 19:00:44
187,187,2612,20,9,1,100.0,True,2025-06-14 19:00:44
188,188,2612,22,9,1,100.0,True,2025-06-14 19:00:44
189,189,2612,26,9,1,100.0,True,2025-06-14 19:00:44
190,190,2612,23,9,1,100.0,True,2025-06-14 19:00:44
191,191,2612,1,10,1,100.0,True,2025-06-14 19:00:44
192,192,2612,3,10,1,100.0,True,2025-06-14 19:00:44
193,193,2612,13,10,1,100.0,True,2025-06-14 19:00:44
194,194,2612,2,10,1,100.0,True,2025-06-14 19:00:44
195,195,2612,4,10,1,100.0,True,2025-06-14 19:00:44
196,196,2612,28,10,1,100.0,True,2025-06-14 19:00:44
197,197,2612,5,10,1,100.0,True,2025-06-14 19:00:44
198,198,2612,6,10,1,100.0,True,2025-06-14 19:00:44
199,199,2612,24,10,1,100.0,True,2025-06-14 19:00:44
200,200,2612,7,10,1,100.0,True,2025-06-14 19:00:44
201,201,2612,9,10,1,100.0,True,2025-06-14 19:00:44
202,202,2612,8,10,1,100.0,True,2025-06-14 19:00:44
203,203,2612,10,10,1,100.0,True,2025-06-14 19:00:44
204,204,2612,11,10,1,100.0,True,2025-06-14 19:00:44
205,205,2612,14,10,1,100.0,True,2025-06-14 19:00:44
206,206,2612,18,10,1,100.0,True,2025-06-14 19:00:44
207,207,2612,20,10,1,100.0,True,2025-06-14 19:00:44
208,208,2612,22,10,1,100.0,True,2025-06-14 19:00:44
209,209,2612,26,10,1,100.0,True,2025-06-14 19:00:44
210,210,2612,23,10,1,100.0,True,2025-06-14 19:00:44
211,211,2612,3,11,1,100.0,True,2025-06-14 19:00:44
212,212,2612,2,11,1,100.0,True,2025-06-14 19:00:44
213,213,2612,4,11,1,100.0,True,2025-06-14 19:00:44
214,214,2612,24,11,1,100.0,True,2025-06-14 19:00:44
215,215,2612,5,11,1,100.0,True,2025-06-14 19:00:44
216,216,2612,6,11,1,100.0,True,2025-06-14 19:00:44
217,217,2612,15,11,1,100.0,True,2025-06-14 19:00:44
218,218,2612,17,11,1,100.0,True,2025-06-14 19:00:44
219,219,2612,11,11,1,100.0,True,2025-06-14 19:00:44
220,220,2612,14,11,1,100.0,True,2025-06-14 19:00:44
221,221,2612,32,11,1,100.0,True,2025-06-14 19:00:44
222,222,2612,8,11,1,100.0,True,2025-06-14 19:00:44
223,223,2612,21,11,1,100.0,True,2025-06-14 19:00:44
224,224,2612,22,11,1,100.0,True,2025-06-14 19:00:44
225,225,2612,26,11,1,100.0,True,2025-06-14 19:00:44
226,226,2612,2,12,1,100.0,True,2025-06-14 19:00:44
227,227,2612,1,12,1,100.0,True,2025-06-14 19:00:44
228,228,2612,4,12,1,100.0,True,2025-06-14 19:00:44
229,229,2612,5,12,1,100.0,True,2025-06-14 19:00:44
230,230,2612,6,12,1,100.0,True,2025-06-14 19:00:44
231,231,2612,15,12,1,100.0,True,2025-06-14 19:00:44
232,232,2612,9,12,1,100.0,True,2025-06-14 19:00:44
233,233,2612,8,12,1,100.0,True,2025-06-14 19:00:44
234,234,2612,10,12,1,100.0,True,2025-06-14 19:00:44
235,235,2612,13,12,1,100.0,True,2025-06-14 19:00:44
236,236,2612,11,12,1,100.0,True,2025-06-14 19:00:44
237,237,2612,14,12,1,100.0,True,2025-06-14 19:00:44
238,238,2612,3,12,1,100.0,True,2025-06-14 19:00:44
239,239,2612,17,12,1,100.0,True,2025-06-14 19:00:44
240,240,2612,24,12,1,100.0,True,2025-06-14 19:00:44
241,241,2612,22,12,1,100.0,True,2025-06-14 19:00:44
242,242,2612,18,12,1,100.0,True,2025-06-14 19:00:44
243,243,2612,20,12,1,100.0,True,2025-06-14 19:00:44
244,244,2612,26,12,1,100.0,True,2025-06-14 19:00:44
245,245,2612,5,13,1,100.0,True,2025-06-14 19:00:44
246,246,2612,6,13,1,100.0,True,2025-06-14 19:00:44
247,247,2612,3,13,1,100.0,True,2025-06-14 19:00:44
248,248,2612,2,13,1,100.0,True,2025-06-14 19:00:44
249,249,2612,24,13,1,100.0,True,2025-06-14 19:00:44
250,250,2612,30,13,1,100.0,True,2025-06-14 19:00:44
251,251,2612,15,13,1,100.0,True,2025-06-14 19:00:44
252,252,2612,1,13,1,100.0,True,2025-06-14 19:00:44
253,253,2612,4,13,1,100.0,True,2025-06-14 19:00:44
254,254,2612,11,13,1,100.0,True,2025-06-14 19:00:44
255,255,2612,14,13,1,100.0,True,2025-06-14 19:00:44
256,256,2612,31,13,1,100.0,True,2025-06-14 19:00:44
257,257,2612,32,13,1,100.0,True,2025-06-14 19:00:44
258,258,2612,33,13,1,100.0,True,2025-06-14 19:00:44
259,259,2612,8,13,1,100.0,True,2025-06-14 19:00:44
260,260,2612,18,13,1,100.0,True,2025-06-14 19:00:44
261,261,2612,12,13,1,100.0,True,2025-06-14 19:00:44
262,262,2612,21,13,1,100.0,True,2025-06-14 19:00:44
263,263,2612,22,13,1,100.0,True,2025-06-14 19:00:44
264,264,2612,5,14,1,100.0,True,2025-06-14 19:00:44
265,265,2612,4,14,1,100.0,True,2025-06-14 19:00:44
266,266,2612,6,14,1,100.0,True,2025-06-14 19:00:44
267,267,2612,8,14,1,100.0,True,2025-06-14 19:00:44
268,268,2612,22,14,1,100.0,True,2025-06-14 19:00:44
269,269,2612,11,14,1,100.0,True,2025-06-14 19:00:44
270,270,2612,3,14,1,100.0,True,2025-06-14 19:00:44
271,271,2612,14,14,1,100.0,True,2025-06-14 19:00:44
272,272,2612,2,14,1,100.0,True,2025-06-14 19:00:44
273,273,2612,27,14,1,100.0,True,2025-06-14 19:00:44
274,274,2612,10,14,1,100.0,True,2025-06-14 19:00:44
275,275,2612,18,14,1,100.0,True,2025-06-14 19:00:44
276,276,2612,26,14,1,100.0,True,2025-06-14 19:00:44
277,277,2612,3,15,1,100.0,True,2025-06-14 19:00:44
278,278,2612,5,15,1,100.0,True,2025-06-14 19:00:44
279,279,2612,4,15,1,100.0,True,2025-06-14 19:00:44
280,280,2612,6,15,1,100.0,True,2025-06-14 19:00:44
281,281,2612,15,15,1,100.0,True,2025-06-14 19:00:44
282,282,2612,8,15,1,100.0,True,2025-06-14 19:00:44
283,283,2612,10,15,1,100.0,True,2025-06-14 19:00:44
284,284,2612,11,15,1,100.0,True,2025-06-14 19:00:44
285,285,2612,2,15,1,100.0,True,2025-06-14 19:00:44
286,286,2612,14,15,1,100.0,True,2025-06-14 19:00:44
287,287,2612,18,15,1,100.0,True,2025-06-14 19:00:44
288,288,2612,22,15,1,100.0,True,2025-06-14 19:00:44
289,289,2612,26,15,1,100.0,True,2025-06-14 19:00:44
290,290,2612,21,15,1,100.0,True,2025-06-14 19:00:44
291,291,2612,3,16,1,100.0,True,2025-06-14 19:00:44
292,292,2612,13,16,1,100.0,True,2025-06-14 19:00:44
293,293,2612,2,16,1,100.0,True,2025-06-14 19:00:44
294,294,2612,24,16,1,100.0,True,2025-06-14 19:00:44
295,295,2612,5,16,1,100.0,True,2025-06-14 19:00:44
296,296,2612,6,16,1,100.0,True,2025-06-14 19:00:44
297,297,2612,11,16,1,100.0,True,2025-06-14 19:00:44
298,298,2612,15,16,1,100.0,True,2025-06-14 19:00:44
299,299,2612,8,16,1,100.0,True,2025-06-14 19:00:44
300,300,2612,4,16,1,100.0,True,2025-06-14 19:00:44
301,301,2612,17,16,1,100.0,True,2025-06-14 19:00:44
302,302,2612,31,16,1,100.0,True,2025-06-14 19:00:44
303,303,2612,14,16,1,100.0,True,2025-06-14 19:00:44
304,304,2612,21,16,1,100.0,True,2025-06-14 19:00:44
305,305,2612,22,16,1,100.0,True,2025-06-14 19:00:44
306,306,2612,2,17,1,100.0,True,2025-06-14 19:00:44
307,307,2612,5,17,1,100.0,True,2025-06-14 19:00:44
308,308,2612,14,17,1,100.0,True,2025-06-14 19:00:44
309,309,2612,6,17,1,100.0,True,2025-06-14 19:00:44
310,310,2612,4,17,1,100.0,True,2025-06-14 19:00:44
311,311,2612,15,17,1,100.0,True,2025-06-14 19:00:44
312,312,2612,8,17,1,100.0,True,2025-06-14 19:00:44
313,313,2612,10,17,1,100.0,True,2025-06-14 19:00:44
314,314,2612,11,17,1,100.0,True,2025-06-14 19:00:44
315,315,2612,13,17,1,100.0,True,2025-06-14 19:00:44
316,316,2612,3,17,1,100.0,True,2025-06-14 19:00:44
317,317,2612,18,17,1,100.0,True,2025-06-14 19:00:44
318,318,2612,22,17,1,100.0,True,2025-06-14 19:00:44
319,319,2612,26,17,1,100.0,True,2025-06-14 19:00:44
320,320,2612,3,18,1,100.0,True,2025-06-14 19:00:44
321,321,2612,22,18,1,100.0,True,2025-06-14 19:00:44
322,322,2612,2,18,1,100.0,True,2025-06-14 19:00:44
323,323,2612,5,18,1,100.0,True,2025-06-14 19:00:44
324,324,2612,6,18,1,100.0,True,2025-06-14 19:00:44
325,325,2612,8,18,1,100.0,True,2025-06-14 19:00:44
326,326,2612,10,18,1,100.0,True,2025-06-14 19:00:44
327,327,2612,15,18,1,100.0,True,2025-06-14 19:00:44
328,328,2612,11,18,1,100.0,True,2025-06-14 19:00:44
329,329,2612,4,18,1,100.0,True,2025-06-14 19:00:44
330,330,2612,14,18,1,100.0,True,2025-06-14 19:00:44
331,331,2612,18,18,1,100.0,True,2025-06-14 19:00:44
332,332,2612,17,18,1,100.0,True,2025-06-14 19:00:44
333,333,2612,26,18,1,100.0,True,2025-06-14 19:00:44
334,334,2612,34,19,1,100.0,True,2025-06-14 19:00:44
335,335,2612,35,19,1,100.0,True,2025-06-14 19:00:44
336,336,2612,22,19,1,100.0,True,2025-06-14 19:00:44
337,337,2612,5,19,1,100.0,True,2025-06-14 19:00:44
338,338,2612,3,19,1,100.0,True,2025-06-14 19:00:44
339,339,2612,6,19,1,100.0,True,2025-06-14 19:00:44
340,340,2612,2,19,1,100.0,True,2025-06-14 19:00:44
341,341,2612,32,19,1,100.0,True,2025-06-14 19:00:44
342,342,2612,15,19,1,100.0,True,2025-06-14 19:00:44
343,343,2612,24,19,1,100.0,True,2025-06-14 19:00:44
344,344,2612,13,19,1,100.0,True,2025-06-14 19:00:44
345,345,2612,18,19,1,100.0,True,2025-06-14 19:00:44
346,346,2612,8,19,1,100.0,True,2025-06-14 19:00:44
347,347,2612,30,19,1,100.0,True,2025-06-14 19:00:44
348,348,2612,31,19,1,100.0,True,2025-06-14 19:00:44
349,349,2612,14,19,1,100.0,True,2025-06-14 19:00:44
350,350,2612,4,19,1,100.0,True,2025-06-14 19:00:44
351,351,2612,5,20,1,100.0,True,2025-06-14 19:00:44
352,352,2612,6,20,1,100.0,True,2025-06-14 19:00:44
353,353,2612,2,20,1,100.0,True,2025-06-14 19:00:44
354,354,2612,22,20,1,100.0,True,2025-06-14 19:00:44
355,355,2612,3,20,1,100.0,True,2025-06-14 19:00:44
356,356,2612,24,20,1,100.0,True,2025-06-14 19:00:44
357,357,2612,32,20,1,100.0,True,2025-06-14 19:00:44
358,358,2612,15,20,1,100.0,True,2025-06-14 19:00:44
359,359,2612,17,20,1,100.0,True,2025-06-14 19:00:44
360,360,2612,11,20,1,100.0,True,2025-06-14 19:00:44
361,361,2612,14,20,1,100.0,True,2025-06-14 19:00:44
362,362,2612,30,20,1,100.0,True,2025-06-14 19:00:44
363,363,2612,8,20,1,100.0,True,2025-06-14 19:00:44
364,364,2612,18,20,1,100.0,True,2025-06-14 19:00:44
365,365,2612,4,20,1,100.0,True,2025-06-14 19:00:44
366,366,2612,31,20,1,100.0,True,2025-06-14 19:00:44
367,367,2612,3,21,1,100.0,True,2025-06-14 19:00:44
368,368,2612,24,21,1,100.0,True,2025-06-14 19:00:44
369,369,2612,2,21,1,100.0,True,2025-06-14 19:00:44
370,370,2612,13,21,1,100.0,True,2025-06-14 19:00:44
371,371,2612,5,21,1,100.0,True,2025-06-14 19:00:44
372,372,2612,6,21,1,100.0,True,2025-06-14 19:00:44
373,373,2612,15,21,1,100.0,True,2025-06-14 19:00:44
374,374,2612,31,21,1,100.0,True,2025-06-14 19:00:44
375,375,2612,14,21,1,100.0,True,2025-06-14 19:00:44
376,376,2612,7,21,1,100.0,True,2025-06-14 19:00:44
377,377,2612,17,21,1,100.0,True,2025-06-14 19:00:44
378,378,2612,8,21,1,100.0,True,2025-06-14 19:00:44
379,379,2612,18,21,1,100.0,True,2025-06-14 19:00:44
380,380,2612,21,21,1,100.0,True,2025-06-14 19:00:44
381,381,2612,22,21,1,100.0,True,2025-06-14 19:00:44
382,382,2612,35,22,1,100.0,True,2025-06-14 19:00:44
383,383,2612,6,22,1,100.0,True,2025-06-14 19:00:44
384,384,2612,5,22,1,100.0,True,2025-06-14 19:00:44
385,385,2612,17,22,1,100.0,True,2025-06-14 19:00:44
386,386,2612,15,22,1,100.0,True,2025-06-14 19:00:44
387,387,2612,4,22,1,100.0,True,2025-06-14 19:00:44
388,388,2612,3,22,1,100.0,True,2025-06-14 19:00:44
389,389,2612,31,22,1,100.0,True,2025-06-14 19:00:44
390,390,2612,18,22,1,100.0,True,2025-06-14 19:00:44
391,391,2612,14,22,1,100.0,True,2025-06-14 19:00:44
392,392,2612,2,22,1,100.0,True,2025-06-14 19:00:44
393,393,2612,12,22,1,100.0,True,2025-06-14 19:00:44
394,394,2612,19,22,1,100.0,True,2025-06-14 19:00:44
395,395,2612,24,22,1,100.0,True,2025-06-14 19:00:44
396,396,2612,22,22,1,100.0,True,2025-06-14 19:00:44
397,397,2612,36,22,1,100.0,True,2025-06-14 19:00:44
398,398,2612,37,22,1,100.0,True,2025-06-14 19:00:44
399,399,2612,38,22,1,100.0,True,2025-06-14 19:00:44
400,400,2612,21,22,1,100.0,True,2025-06-14 19:00:44
401,401,2612,26,22,1,100.0,True,2025-06-14 19:00:44
402,402,2612,3,23,1,100.0,True,2025-06-14 19:00:44
403,403,2612,8,23,1,100.0,True,2025-06-14 19:00:44
404,404,2612,10,23,1,100.0,True,2025-06-14 19:00:44
405,405,2612,5,23,1,100.0,True,2025-06-14 19:00:44
406,406,2612,6,23,1,100.0,True,2025-06-14 19:00:44
407,407,2612,2,23,1,100.0,True,2025-06-14 19:00:44
408,408,2612,15,23,1,100.0,True,2025-06-14 19:00:44
409,409,2612,13,23,1,100.0,True,2025-06-14 19:00:44
410,410,2612,4,23,1,100.0,True,2025-06-14 19:00:44
411,411,2612,11,23,1,100.0,True,2025-06-14 19:00:44
412,412,2612,18,23,1,100.0,True,2025-06-14 19:00:44
413,413,2612,14,23,1,100.0,True,2025-06-14 19:00:44
414,414,2612,22,23,1,100.0,True,2025-06-14 19:00:44
415,415,2612,5,24,1,100.0,True,2025-06-14 19:00:44
416,416,2612,6,24,1,100.0,True,2025-06-14 19:00:44
417,417,2612,3,24,1,100.0,True,2025-06-14 19:00:44
418,418,2612,2,24,1,100.0,True,2025-06-14 19:00:44
419,419,2612,30,24,1,100.0,True,2025-06-14 19:00:44
420,420,2612,15,24,1,100.0,True,2025-06-14 19:00:44
421,421,2612,17,24,1,100.0,True,2025-06-14 19:00:44
422,422,2612,8,24,1,100.0,True,2025-06-14 19:00:44
423,423,2612,1,24,1,100.0,True,2025-06-14 19:00:44
424,424,2612,32,24,1,100.0,True,2025-06-14 19:00:44
425,425,2612,27,24,1,100.0,True,2025-06-14 19:00:44
426,426,2612,2,25,1,100.0,True,2025-06-14 19:00:44
427,427,2612,3,25,1,100.0,True,2025-06-14 19:00:44
428,428,2612,5,25,1,100.0,True,2025-06-14 19:00:44
429,429,2612,6,25,1,100.0,True,2025-06-14 19:00:44
430,430,2612,17,25,1,100.0,True,2025-06-14 19:00:44
431,431,2612,15,25,1,100.0,True,2025-06-14 19:00:44
432,432,2612,31,25,1,100.0,True,2025-06-14 19:00:44
433,433,2612,1,25,1,100.0,True,2025-06-14 19:00:44
434,434,2612,10,25,1,100.0,True,2025-06-14 19:00:44
