distribution_id,category_id,cluster_id,date_id,status_id,total_products,total_merchants,avg_price,min_price,max_price,price_std_deviation,avg_rating,duplicates_detected,miscategorized_count,last_updated
48,2612,48,1,1,11,11,9299911.090909092,1746733,13996428,4380519.116834932,4.536363636363636,0,0,2025-06-15 13:23:32
49,2612,49,1,1,9,9,8170720.333333333,2010081,13171970,3812372.8009859226,4.655555555555555,0,0,2025-06-15 13:23:32
50,2612,50,1,1,11,11,9650082.545454545,2131833,14501333,4021502.381666343,4.572727272727272,0,0,2025-06-15 13:23:32
51,2612,51,1,1,8,8,9801326.875,5244652,12628513,2755084.173418272,4.525,0,0,2025-06-15 13:23:32
52,2612,52,1,1,8,8,8779798.625,4210303,14097733,3457303.239073522,4.625,0,0,2025-06-15 13:23:32
53,2612,53,1,1,8,8,7181480.75,3556931,12622420,3584810.656123048,4.6125,0,0,2025-06-15 13:23:32
54,2612,54,1,1,4,4,4039684.0,2192914,8797892,3186308.44969734,4.699999999999999,0,0,2025-06-15 13:23:32
55,2612,55,1,1,10,10,5670794.3,1767389,10245232,3281867.250024699,4.64,0,0,2025-06-15 13:23:32
56,2612,56,1,1,5,5,5513619.2,1970892,14419968,5166800.641387347,4.6,0,0,2025-06-15 13:23:32
57,2612,57,1,1,11,11,6549135.090909091,1861169,14761959,4120992.582526216,4.618181818181818,0,0,2025-06-15 13:23:32
58,2612,58,1,1,9,9,7110441.888888889,2063928,14428940,5141708.973869132,4.655555555555555,0,0,2025-06-15 13:23:32
59,2612,59,1,1,6,6,7610715.5,4245198,11382043,2827621.19306167,4.683333333333334,0,0,2025-06-15 13:23:32
60,2612,60,1,1,13,13,8524833.461538462,1566059,13062033,3588355.927162689,4.538461538461538,0,0,2025-06-15 13:23:32
61,2612,61,1,1,12,12,6317471.0,2008849,12814205,3514964.4016045816,4.5249999999999995,0,0,2025-06-15 13:23:32
62,2612,62,1,1,6,6,6338773.166666667,2842273,11961054,3124460.802342344,4.516666666666667,0,0,2025-06-15 13:23:32
63,2612,63,1,1,6,6,5042738.833333333,2958968,7357570,1756082.3819232876,4.666666666666667,0,0,2025-06-15 13:23:32
64,2612,64,1,1,9,9,9852607.111111112,2381080,14626798,4205211.17175997,4.588888888888889,0,0,2025-06-15 13:23:32
65,2612,65,1,1,3,3,4930747.333333333,2109490,9561846,4042406.056615952,4.566666666666666,0,0,2025-06-15 13:23:32
66,2612,66,1,1,12,12,8860077.583333334,3165048,14511756,3960639.3638567417,4.575,0,0,2025-06-15 13:23:32
67,2612,67,1,1,7,7,8946944.857142856,2778348,14472762,4524475.305232951,4.557142857142857,0,0,2025-06-15 13:23:32
68,2612,68,1,1,8,8,8336258.625,2855173,14758236,3784513.5618077954,4.6,0,0,2025-06-15 13:23:32
69,2612,69,1,1,5,5,8255937.4,2544320,12178484,3767826.0431299508,4.5200000000000005,0,0,2025-06-15 13:23:32
70,2612,70,1,1,4,4,9302436.25,2604468,13500296,4832557.255974824,4.5,0,0,2025-06-15 13:23:32
71,2612,71,1,1,6,6,10072481.166666666,3255168,13993301,3658594.32134575,4.616666666666666,0,0,2025-06-15 13:23:32
72,2612,72,1,1,9,9,6937088.555555556,3371040,11497781,3258545.3891450595,4.588888888888889,0,0,2025-06-15 13:23:32
73,2612,73,1,1,8,8,7716138.125,2455575,14325559,4359938.360136117,4.575,0,0,2025-06-15 13:23:32
74,2612,74,1,1,13,13,9506373.76923077,5140871,14626039,2991826.9882268463,4.6,0,0,2025-06-15 13:23:32
75,2612,75,1,1,4,4,4808875.0,1688778,8781717,3270528.3466378944,4.5,0,0,2025-06-15 13:23:32
76,2612,76,1,1,5,5,9658231.8,5407932,13094626,2860871.7093302524,4.6,0,0,2025-06-15 13:23:32
77,2612,77,1,1,3,3,7190208.0,1679138,12643849,5482581.088858696,4.466666666666667,0,0,2025-06-15 13:23:32
78,2612,78,1,1,9,9,7461168.111111111,2475571,14373037,3823388.719835633,4.677777777777778,0,0,2025-06-15 13:23:32
79,2612,79,1,1,9,9,9857850.222222222,3640106,14417188,4141804.890972889,4.644444444444444,0,0,2025-06-15 13:23:32
80,2612,80,1,1,7,7,9634742.142857144,3845610,12906795,3875228.8488979773,4.614285714285714,0,0,2025-06-15 13:23:32
81,2612,81,1,1,7,7,7838704.285714285,3247086,13556282,4838998.414040613,4.571428571428571,0,0,2025-06-15 13:23:32
82,2612,82,1,1,12,12,5682652.25,2082616,13579710,3377582.344809702,4.65,0,0,2025-06-15 13:23:32
83,2612,83,1,1,3,3,10292389.666666666,8575865,11607788,1555254.326774992,4.533333333333334,0,0,2025-06-15 13:23:32
84,2612,84,1,1,8,8,6914165.0,2125035,14778303,4644238.622390758,4.525,0,0,2025-06-15 13:23:32
85,2612,85,1,1,5,5,5265592.0,3647892,8227563,1843569.3186639335,4.720000000000001,0,0,2025-06-15 13:23:32
86,2612,86,1,1,11,11,8626373.181818182,5379944,11117204,1926261.0638979243,4.636363636363637,0,0,2025-06-15 13:23:32
87,2612,87,1,1,5,5,9509506.4,3227963,14853070,5063572.603505582,4.5600000000000005,0,0,2025-06-15 13:23:32
88,2612,88,1,1,12,12,8020605.083333333,1862252,13628965,4244612.0062972335,4.583333333333333,0,0,2025-06-15 13:23:32
89,2612,89,1,1,4,4,6637735.5,3798506,9474296,2379867.9473212375,4.55,0,0,2025-06-15 13:23:32
90,2612,90,1,1,6,6,7503064.5,3890834,11801987,3392991.7305465247,4.616666666666666,0,0,2025-06-15 13:23:32
91,2612,91,1,1,8,8,9620582.75,6317326,13935325,2871583.0684730955,4.5875,0,0,2025-06-15 13:23:32
92,2612,92,1,1,6,6,6720086.333333333,2792105,12032254,3219892.64313807,4.483333333333333,0,0,2025-06-15 13:23:32
93,2612,93,1,1,5,5,9224333.2,4851489,13775684,4181831.2146040397,4.62,0,0,2025-06-15 13:23:32
94,2612,94,1,1,7,7,8057860.428571428,1891432,14656672,4982190.660028272,4.557142857142857,0,0,2025-06-15 13:23:32
95,2612,95,1,1,6,6,6663705.0,2370461,10884661,3595950.122013819,4.55,0,0,2025-06-15 13:23:32
96,2612,96,1,1,5,5,7106097.4,2444350,12990801,3961727.818040924,4.58,0,0,2025-06-15 13:23:32
97,2612,97,1,1,6,6,7657444.833333333,2000791,11416942,3611796.900150473,4.716666666666666,0,0,2025-06-15 13:23:32
98,2612,98,1,1,9,9,10493517.444444444,3943374,14330138,3968892.882907024,4.633333333333334,0,0,2025-06-15 13:23:32
99,2612,99,1,1,6,6,7022651.166666667,4832818,10110287,2125479.3715627934,4.616666666666666,0,0,2025-06-15 13:23:32
100,2612,100,1,1,8,8,7584976.125,1977818,14785164,4767596.592237028,4.6,0,0,2025-06-15 13:23:32
101,2612,101,1,1,6,6,9678008.5,5158553,13630695,3277613.7170495703,4.6000000000000005,0,0,2025-06-15 13:23:32
102,2612,102,1,1,7,7,10152956.142857144,7293391,12952712,2341181.332329004,4.571428571428571,0,0,2025-06-15 13:23:32
103,2612,103,1,1,6,6,9206882.833333334,6484061,12901036,2154309.2779275137,4.55,0,0,2025-06-15 13:23:32
104,2612,104,1,1,3,3,4900730.666666667,3189209,6442774,1633390.1803942418,4.7,0,0,2025-06-15 13:23:32
105,2612,105,1,1,5,5,10485685.4,3053668,14575165,4802439.903873582,4.58,0,0,2025-06-15 13:23:32
106,2612,106,1,1,6,6,9881404.333333334,3094981,13698270,3711855.445971444,4.633333333333334,0,0,2025-06-15 13:23:32
107,2612,107,1,1,4,4,6891115.25,4865750,10041256,2245575.4418359934,4.575,0,0,2025-06-15 13:23:32
108,2612,108,1,1,6,6,8114591.0,2629800,12872355,4566485.837388395,4.6499999999999995,0,0,2025-06-15 13:23:32
109,2612,109,1,1,5,5,8082744.0,2553125,13709556,5090861.431440754,4.64,0,0,2025-06-15 13:23:32
110,2612,110,1,1,5,5,7765891.2,3513140,12865217,4557878.970640478,4.6,0,0,2025-06-15 13:23:32
111,2612,111,1,1,4,4,6926960.25,1892837,12615344,5200939.674512249,4.525,0,0,2025-06-15 13:23:32
112,2612,112,1,1,7,7,7216537.285714285,3656423,13682982,3474746.91229571,4.557142857142858,0,0,2025-06-15 13:23:32
113,2612,113,1,1,6,6,8652570.833333334,1664885,14528936,4116037.6557040103,4.6499999999999995,0,0,2025-06-15 13:23:32
114,2612,114,1,1,5,5,4924469.4,2761216,6543360,1536553.615340773,4.54,0,0,2025-06-15 13:23:32
115,2612,115,1,1,3,3,9196913.666666666,5016089,14461757,4815234.505589249,4.7,0,0,2025-06-15 13:23:32
116,2612,116,1,1,7,7,9544531.142857144,2218454,13693795,3758475.7548443945,4.585714285714286,0,0,2025-06-15 13:23:32
117,2612,117,1,1,11,11,9337792.636363637,1572647,14911582,4348536.18719606,4.6090909090909085,0,0,2025-06-15 13:23:32
118,2612,118,1,1,7,7,6510355.142857143,4721305,11772397,2397368.0580766364,4.714285714285714,0,0,2025-06-15 13:23:32
119,2612,119,1,1,6,6,4895123.5,1657367,9234952,3183266.34826574,4.6499999999999995,0,0,2025-06-15 13:23:32
120,2612,120,1,1,4,4,6614211.5,3567563,13920374,4890811.909318704,4.6,0,0,2025-06-15 13:23:32
121,2612,121,1,1,6,6,9241820.666666666,3006720,14809867,4223344.727827539,4.616666666666667,0,0,2025-06-15 13:23:32
122,2612,122,1,1,7,7,7513271.857142857,1591656,13213234,4396874.363982344,4.557142857142857,0,0,2025-06-15 13:23:32
123,2612,123,1,1,6,6,10705987.833333334,6861213,14955321,3082292.5338744484,4.583333333333333,0,0,2025-06-15 13:23:32
124,2612,124,1,1,3,3,7697327.0,2831621,12118887,4659536.10251879,4.566666666666666,0,0,2025-06-15 13:23:32
125,2612,125,1,1,4,4,5944447.25,1883104,9963467,3302229.3666302036,4.65,0,0,2025-06-15 13:23:32
126,2612,126,1,1,7,7,7550245.857142857,2601134,10464380,3262126.351998413,4.642857142857143,0,0,2025-06-15 13:23:32
127,2612,127,1,1,2,2,9854847.5,4892140,14817555,7018328.252590677,4.75,0,0,2025-06-15 13:23:32
128,2612,128,1,1,5,5,6228919.0,1558621,12161262,4925432.355409878,4.6,0,0,2025-06-15 13:23:32
129,2612,129,1,1,4,4,6079676.5,2690388,12021188,4116821.2897190065,4.6,0,0,2025-06-15 13:23:32
130,2612,130,1,1,3,3,8957566.666666666,5678587,12356291,3340462.0588775342,4.6000000000000005,0,0,2025-06-15 13:23:32
131,2612,131,1,1,3,3,9965448.0,7664546,12663521,2523043.0763439215,4.5,0,0,2025-06-15 13:23:32
132,2612,132,1,1,4,4,9951611.75,6723916,13605347,2938806.299821905,4.625,0,0,2025-06-15 13:23:32
133,2612,133,1,1,4,4,7682037.5,3818868,12502385,4380408.774122532,4.7,0,0,2025-06-15 13:23:32
134,2612,134,1,1,4,4,9330729.5,3842910,14890258,4604602.008531429,4.675,0,0,2025-06-15 13:23:32
135,2612,135,1,1,4,4,7048386.75,5534161,7624043,1010747.9048217629,4.5,0,0,2025-06-15 13:23:32
136,2612,136,1,1,7,7,8249192.142857143,4324377,12692658,3530367.628684272,4.614285714285714,0,0,2025-06-15 13:23:32
137,2612,137,1,1,6,6,7881658.333333333,1971324,14612488,5210110.3167922525,4.6499999999999995,0,0,2025-06-15 13:23:32
138,2612,138,1,1,3,3,6928980.666666667,4487096,10639274,3266338.7676689834,4.6000000000000005,0,0,2025-06-15 13:23:32
139,2612,139,1,1,5,5,8434844.6,2330072,13787540,4154919.45649453,4.58,0,0,2025-06-15 13:23:32
140,2612,140,1,1,3,3,7411347.333333333,4387030,10004009,2833259.294970076,4.466666666666667,0,0,2025-06-15 13:23:32
141,2612,141,1,1,3,3,6862685.0,3456067,13047824,5365685.86457901,4.566666666666666,0,0,2025-06-15 13:23:32
142,2612,142,1,1,3,3,5465597.0,1802875,7428003,3174716.0706097796,4.7,0,0,2025-06-15 13:23:32
143,2612,143,1,1,4,4,9066592.0,2763604,13416015,4857223.627737215,4.55,0,0,2025-06-15 13:23:32
144,2612,144,1,1,3,3,9847305.0,6381782,13151864,3387910.067970075,4.766666666666667,0,0,2025-06-15 13:23:32
145,2612,145,1,1,3,3,7295264.666666667,2717375,13992196,5928587.549687727,4.7,0,0,2025-06-15 13:23:32
146,2612,146,1,1,7,7,8721063.42857143,3274702,13946765,4199852.894920402,4.628571428571428,0,0,2025-06-15 13:23:32
147,2612,147,1,1,3,3,9977507.0,4632164,13226004,4664878.760180912,4.666666666666667,0,0,2025-06-15 13:23:32
148,2612,148,1,1,5,5,9683357.2,2474748,13513149,4495923.927598275,4.6,0,0,2025-06-15 13:23:32
149,2612,149,1,1,3,3,8254374.0,4394385,10598351,3368385.046338527,4.666666666666667,0,0,2025-06-15 13:23:32
150,2612,150,1,1,3,3,6668172.666666667,2540981,14899388,7128450.994909927,4.566666666666666,0,0,2025-06-15 13:23:32
151,2612,151,1,1,3,3,8813663.0,6094264,12745394,3487362.0729561476,4.633333333333334,0,0,2025-06-15 13:23:32
152,2612,152,1,1,3,3,5904636.666666667,2159539,11243912,4747368.747575475,4.533333333333334,0,0,2025-06-15 13:23:32
153,2612,153,1,1,3,3,8588965.0,3093132,14184928,5546575.893204654,4.666666666666667,0,0,2025-06-15 13:23:32
154,2612,154,1,1,3,3,8374199.333333333,6627916,9740233,1590619.8898141359,4.566666666666666,0,0,2025-06-15 13:23:32
155,2612,155,1,1,5,5,6438828.0,2125166,13465016,4972341.426887186,4.54,0,0,2025-06-15 13:23:32
156,2612,156,1,1,7,7,6292195.0,2044220,13676096,3932008.3274298897,4.514285714285714,0,0,2025-06-15 13:23:32
157,2612,157,1,1,3,3,7728946.666666667,2467686,11805446,4780291.310905783,4.5,0,0,2025-06-15 13:23:32
158,2612,158,1,1,5,5,9436389.4,2521226,14851467,5619522.500010637,4.62,0,0,2025-06-15 13:23:32
159,2612,159,1,1,6,6,8621088.5,3917108,13160885,3366122.942474012,4.566666666666666,0,0,2025-06-15 13:23:32
160,2612,160,1,1,4,4,11711643.0,7133903,14935878,3512772.615162084,4.6,0,0,2025-06-15 13:23:32
161,2612,161,1,1,6,6,7081825.0,2483865,13464743,4782577.824680201,4.633333333333334,0,0,2025-06-15 13:23:32
162,2612,162,1,1,7,7,10445813.285714285,3298647,13385966,3624067.5714515736,4.7,0,0,2025-06-15 13:23:32
163,2612,163,1,1,3,3,4800930.333333333,3623093,6473929,1488524.4486555583,4.7,0,0,2025-06-15 13:23:32
164,2612,164,1,1,4,4,8817077.0,3116868,12924724,4882477.8327109,4.575,0,0,2025-06-15 13:23:32
165,2612,165,1,1,4,4,9650835.25,5817092,13834550,3353040.5805405313,4.675,0,0,2025-06-15 13:23:32
166,2612,166,1,1,3,3,7956151.333333333,5438223,10331311,2449666.2452408355,4.633333333333333,0,0,2025-06-15 13:23:32
167,2612,167,1,1,5,5,12473152.4,10186905,14492082,1772667.8175491032,4.5600000000000005,0,0,2025-06-15 13:23:32
168,2612,168,1,1,4,4,5545150.5,3304819,9935278,2995066.4240412097,4.575,0,0,2025-06-15 13:23:32
169,2612,169,1,1,4,4,10983190.25,3417154,14974530,5182780.799854609,4.775,0,0,2025-06-15 13:23:32
170,2612,170,1,1,5,5,4834423.4,2497958,11021974,3527989.5345711843,4.7,0,0,2025-06-15 13:23:32
171,2612,171,1,1,3,3,9790679.666666666,6653454,13432054,3417305.795297859,4.533333333333333,0,0,2025-06-15 13:23:32
172,2612,172,1,1,3,3,10685804.666666666,6544581,13796899,3734287.6062009917,4.566666666666666,0,0,2025-06-15 13:23:32
173,2612,173,1,1,4,4,4234140.75,1600791,9934596,3844523.756444256,4.575,0,0,2025-06-15 13:23:32
174,2612,174,1,1,6,6,8945292.166666666,3369675,14007512,4109585.543449335,4.5,0,0,2025-06-15 13:23:32
175,2612,175,1,1,4,4,5324072.25,3770557,7718288,1707393.4788383092,4.575,0,0,2025-06-15 13:23:32
176,2612,176,1,1,5,5,7236631.0,1511681,10896696,3763975.7656015134,4.48,0,0,2025-06-15 13:23:32
177,2612,177,1,1,3,3,3322285.3333333335,1957523,5486382,1895366.1896331098,4.633333333333333,0,0,2025-06-15 13:23:32
178,2612,178,1,1,4,4,7738414.25,5369747,10068623,2095619.2787901424,4.475,0,0,2025-06-15 13:23:32
179,2612,179,1,1,3,3,8981986.666666666,6265695,13892554,4260678.212147021,4.6000000000000005,0,0,2025-06-15 13:23:32
180,2612,180,1,1,3,3,8378827.0,3990236,14556253,5505463.359608435,4.633333333333333,0,0,2025-06-15 13:23:32
181,2612,181,1,1,6,6,7694973.666666667,2278265,14434378,4235801.844215645,4.616666666666666,0,0,2025-06-15 13:23:32
182,2612,182,1,1,5,5,7875548.0,4684181,9734173,1892589.4428537586,4.6,0,0,2025-06-15 13:23:32
183,2612,183,1,1,3,3,8668339.333333334,5418975,14035968,4682779.615774837,4.633333333333333,0,0,2025-06-15 13:23:32
184,2612,184,1,1,4,4,8093553.5,4851671,12427559,3706861.054599925,4.675,0,0,2025-06-15 13:23:32
185,2612,185,1,1,1,1,7929385.0,7929385,7929385,0.0,4.4,0,0,2025-06-15 13:23:32
186,2612,186,1,1,6,6,6944850.0,2991772,9831813,2640528.3688254515,4.566666666666666,0,0,2025-06-15 13:23:32
187,2612,187,1,1,3,3,6661094.0,3517251,11706622,4413474.110417891,4.533333333333333,0,0,2025-06-15 13:23:32
188,2612,188,1,1,1,1,11048388.0,11048388,11048388,0.0,4.7,0,0,2025-06-15 13:23:32
189,2612,189,1,1,3,3,7697718.333333333,4656803,10398512,2885925.782356908,4.7,0,0,2025-06-15 13:23:32
190,2612,190,1,1,5,5,10998127.4,9606410,13178215,1358789.5895116727,4.64,0,0,2025-06-15 13:23:32
191,2612,191,1,1,5,5,4288179.8,1656006,8532813,3008083.083412541,4.54,0,0,2025-06-15 13:23:32
192,2612,192,1,1,5,5,9206022.6,3158015,14427677,4535507.846388021,4.56,0,0,2025-06-15 13:23:32
193,2612,193,1,1,6,6,8302732.333333333,4615321,13148754,3103989.877597004,4.533333333333333,0,0,2025-06-15 13:23:32
194,2612,194,1,1,3,3,8027794.0,1614008,13920457,6169752.720591564,4.733333333333333,0,0,2025-06-15 13:23:32
195,2612,195,1,1,6,6,6878520.833333333,2464787,14266542,4181171.8643137077,4.616666666666666,0,0,2025-06-15 13:23:32
196,2612,196,1,1,3,3,8103126.0,5906685,12112690,3477669.5896610133,4.533333333333333,0,0,2025-06-15 13:23:32
197,2612,197,1,1,6,6,7644994.666666667,3332441,13459036,4448026.862264286,4.6,0,0,2025-06-15 13:23:32
198,2612,198,1,1,4,4,8051195.0,2741249,13177404,4279708.894671303,4.675,0,0,2025-06-15 13:23:32
199,2612,199,1,1,3,3,9223538.333333334,3366134,13806856,5335695.043380415,4.5,0,0,2025-06-15 13:23:32
200,2612,200,1,1,3,3,9608145.666666666,5232626,14148428,4460184.007195929,4.566666666666666,0,0,2025-06-15 13:23:32
201,2612,201,1,1,3,3,8362100.333333333,1843470,12938105,5796816.135293609,4.666666666666667,0,0,2025-06-15 13:23:32
202,2612,202,1,1,4,4,8489731.75,2193388,13155765,4950632.2004189445,4.5,0,0,2025-06-15 13:23:32
203,2612,203,1,1,3,3,7705193.0,2661517,10975290,4431578.976596603,4.666666666666667,0,0,2025-06-15 13:23:32
204,2612,204,1,1,3,3,10724367.0,8143455,14243816,3156618.4213263723,4.666666666666667,0,0,2025-06-15 13:23:32
205,2612,205,1,1,3,3,5792428.0,1547236,10352466,4411050.31041497,4.566666666666666,0,0,2025-06-15 13:23:32
206,2612,206,1,1,3,3,7675275.0,1940428,13909317,6000039.39233727,4.533333333333333,0,0,2025-06-15 13:23:32
207,2612,207,1,1,3,3,7682256.666666667,3115154,13873656,5560134.536772409,4.566666666666666,0,0,2025-06-15 13:23:32
208,2612,208,1,1,4,4,8277259.25,3719465,10926393,3392655.292476811,4.65,0,0,2025-06-15 13:23:32
209,2612,209,1,1,4,4,4580248.5,1931436,7266062,2227618.213789562,4.575,0,0,2025-06-15 13:23:32
210,2612,210,1,1,3,3,8051048.0,5198544,12510559,3911936.1528011933,4.633333333333333,0,0,2025-06-15 13:23:32
211,2612,211,1,1,4,4,6865559.75,2302698,12463928,4429411.1693247575,4.65,0,0,2025-06-15 13:23:32
212,2612,212,1,1,3,3,14366780.666666666,14150587,14642220,251114.09445973602,4.633333333333334,0,0,2025-06-15 13:23:32
213,2612,213,1,1,3,3,8994719.666666666,5137805,14121109,4624241.790400382,4.566666666666666,0,0,2025-06-15 13:23:32
214,2612,214,1,1,3,3,9275674.333333334,2875337,12984357,5566131.957970574,4.566666666666666,0,0,2025-06-15 13:23:32
215,2612,215,1,1,3,3,7008475.333333333,2521219,13551136,5795108.496554342,4.6000000000000005,0,0,2025-06-15 13:23:32
216,2612,216,1,1,4,4,7612670.25,2140568,13219568,5859372.168607621,4.65,0,0,2025-06-15 13:23:32
217,2612,217,1,1,5,5,6616549.0,2252676,9579029,2990994.5281546405,4.5600000000000005,0,0,2025-06-15 13:23:32
218,2612,218,1,1,4,4,6900700.0,2928589,12960684,4455816.913532018,4.55,0,0,2025-06-15 13:23:32
219,2612,219,1,1,4,4,8938559.0,3583792,12400694,4163688.181316896,4.575,0,0,2025-06-15 13:23:32
220,2612,220,1,1,4,4,7767405.0,2918265,14182880,4835437.350747155,4.675,0,0,2025-06-15 13:23:32
221,2612,221,1,1,2,2,10284727.0,7324641,13244813,4186193.7669907254,4.65,0,0,2025-06-15 13:23:32
222,2612,222,1,1,3,3,8333532.333333333,1642073,12461272,5847500.376001727,4.6000000000000005,0,0,2025-06-15 13:23:32
223,2612,223,1,1,5,5,10821864.0,3909929,14687227,4406280.718167761,4.54,0,0,2025-06-15 13:23:32
224,2612,224,1,1,4,4,11387870.5,4998512,14723781,4370648.888647123,4.65,0,0,2025-06-15 13:23:32
